currency,per,data,time,close,vol
USD,D,2018-04-03,00:00,57.285,0
USD,D,2018-04-04,00:00,57.5375,0
USD,D,2018-04-05,00:00,57.7646,0
USD,D,2018-04-06,00:00,57.5796,0
USD,D,2018-04-07,00:00,57.8332,0
USD,D,2018-04-08,00:00,57.8332,0
USD,D,2018-04-09,00:00,57.8332,0
USD,D,2018-04-10,00:00,58.5714,0
USD,D,2018-04-11,00:00,62.3699,0
USD,D,2018-04-12,00:00,64.0626,0
USD,D,2018-04-13,00:00,62.0659,0
USD,D,2018-04-14,00:00,61.4311,0
USD,D,2018-04-15,00:00,61.4311,0
USD,D,2018-04-16,00:00,61.4311,0
USD,D,2018-04-17,00:00,62.2794,0
USD,D,2018-04-18,00:00,61.1454,0
USD,D,2018-04-19,00:00,61.5539,0
USD,D,2018-04-20,00:00,60.8583,0
USD,D,2018-04-21,00:00,61.3222,0
USD,D,2018-04-22,00:00,61.3222,0
USD,D,2018-04-23,00:00,61.3222,0
USD,D,2018-04-24,00:00,61.7655,0
USD,D,2018-04-25,00:00,61.6644,0
USD,D,2018-04-26,00:00,61.7494,0
USD,D,2018-04-27,00:00,62.6027,0
USD,D,2018-04-28,00:00,62.726,0
USD,D,2018-04-29,00:00,61.9997,0
USD,D,2018-04-30,00:00,61.9997,0
USD,D,2018-05-01,00:00,61.9997,0
USD,D,2018-05-02,00:00,61.9997,0
USD,D,2018-05-03,00:00,61.9997,0
USD,D,2018-05-04,00:00,63.486,0
USD,D,2018-05-05,00:00,63.2012,0
USD,D,2018-05-06,00:00,63.2012,0
USD,D,2018-05-07,00:00,63.2012,0
USD,D,2018-05-08,00:00,62.7148,0
USD,D,2018-05-09,00:00,63.0066,0
USD,D,2018-05-10,00:00,63.0066,0
USD,D,2018-05-11,00:00,62.5229,0
USD,D,2018-05-12,00:00,61.7354,0
USD,D,2018-05-13,00:00,61.7354,0
USD,D,2018-05-14,00:00,61.7354,0
USD,D,2018-05-15,00:00,61.7684,0
USD,D,2018-05-16,00:00,61.9164,0
USD,D,2018-05-17,00:00,62.3033,0
USD,D,2018-05-18,00:00,61.8215,0
USD,D,2018-05-19,00:00,61.9408,0
USD,D,2018-05-20,00:00,61.9408,0
USD,D,2018-05-21,00:00,61.9408,0
USD,D,2018-05-22,00:00,62.5327,0
USD,D,2018-05-23,00:00,61.261,0
USD,D,2018-05-24,00:00,61.5945,0
USD,D,2018-05-25,00:00,61.409,0
USD,D,2018-05-26,00:00,61.6659,0
USD,D,2018-05-27,00:00,61.6659,0
USD,D,2018-05-28,00:00,61.6659,0
USD,D,2018-05-29,00:00,62.271,0
USD,D,2018-05-30,00:00,62.642,0
USD,D,2018-05-31,00:00,62.5937,0
USD,D,2018-06-01,00:00,62.0188,0
USD,D,2018-06-02,00:00,62.2056,0
USD,D,2018-06-03,00:00,62.2056,0
USD,D,2018-06-04,00:00,62.2056,0
USD,D,2018-06-05,00:00,61.929,0
USD,D,2018-06-06,00:00,61.9822,0
USD,D,2018-06-07,00:00,62.0064,0
USD,D,2018-06-08,00:00,61.8125,0
USD,D,2018-06-09,00:00,62.668,0
USD,D,2018-06-10,00:00,62.3431,0
USD,D,2018-06-11,00:00,62.3431,0
USD,D,2018-06-12,00:00,62.3431,0
USD,D,2018-06-13,00:00,62.3431,0
USD,D,2018-06-14,00:00,63.1164,0
USD,D,2018-06-15,00:00,62.2511,0
USD,D,2018-06-16,00:00,62.6851,0
USD,D,2018-06-17,00:00,62.6851,0
USD,D,2018-06-18,00:00,62.6851,0
USD,D,2018-06-19,00:00,63.4838,0
USD,D,2018-06-20,00:00,64.0683,0
USD,D,2018-06-21,00:00,63.6175,0
USD,D,2018-06-22,00:00,63.7873,0
USD,D,2018-06-23,00:00,63.2396,0
USD,D,2018-06-24,00:00,63.2396,0
USD,D,2018-06-25,00:00,63.2396,0
USD,D,2018-06-26,00:00,62.9497,0
USD,D,2018-06-27,00:00,62.7908,0
USD,D,2018-06-28,00:00,63.1359,0
USD,D,2018-06-29,00:00,63.291,0
USD,D,2018-06-30,00:00,62.7565,0
USD,D,2018-07-01,00:00,62.7565,0
USD,D,2018-07-02,00:00,62.7565,0
USD,D,2018-07-03,00:00,63.1394,0
USD,D,2018-07-04,00:00,63.2194,0
USD,D,2018-07-05,00:00,63.2267,0
USD,D,2018-07-06,00:00,63.2604,0
USD,D,2018-07-07,00:00,63.1216,0
USD,D,2018-07-08,00:00,63.1216,0
USD,D,2018-07-09,00:00,63.1216,0
USD,D,2018-07-10,00:00,62.8338,0
USD,D,2018-07-11,00:00,62.4442,0
USD,D,2018-07-12,00:00,62.098,0
USD,D,2018-07-13,00:00,62.2062,0
USD,D,2018-07-14,00:00,62.2934,0
USD,D,2018-07-15,00:00,62.2934,0
USD,D,2018-07-16,00:00,62.2934,0
USD,D,2018-07-17,00:00,62.2556,0
USD,D,2018-07-18,00:00,62.4352,0
USD,D,2018-07-19,00:00,62.9006,0
USD,D,2018-07-20,00:00,63.2746,0
USD,D,2018-07-21,00:00,63.4888,0
USD,D,2018-07-22,00:00,63.4888,0
USD,D,2018-07-23,00:00,63.4888,0
USD,D,2018-07-24,00:00,63.1957,0
USD,D,2018-07-25,00:00,62.9235,0
USD,D,2018-07-26,00:00,63.0836,0
USD,D,2018-07-27,00:00,62.9471,0
USD,D,2018-07-28,00:00,62.9726,0
USD,D,2018-07-29,00:00,62.9726,0
USD,D,2018-07-30,00:00,62.9726,0
USD,D,2018-07-31,00:00,62.7805,0
USD,D,2018-08-01,00:00,62.3497,0
USD,D,2018-08-02,00:00,62.559,0
USD,D,2018-08-03,00:00,63.1358,0
USD,D,2018-08-04,00:00,63.4549,0
USD,D,2018-08-05,00:00,63.4549,0
USD,D,2018-08-06,00:00,63.4549,0
USD,D,2018-08-07,00:00,63.4975,0
USD,D,2018-08-08,00:00,63.5425,0
USD,D,2018-08-09,00:00,63.595,0
USD,D,2018-08-10,00:00,66.2856,0
USD,D,2018-08-11,00:00,66.9075,0
USD,D,2018-08-12,00:00,66.9075,0
USD,D,2018-08-13,00:00,66.9075,0
USD,D,2018-08-14,00:00,68.2234,0
USD,D,2018-08-15,00:00,66.7535,0
USD,D,2018-08-16,00:00,66.3772,0
USD,D,2018-08-17,00:00,66.8932,0
USD,D,2018-08-18,00:00,66.8757,0
USD,D,2018-08-19,00:00,66.8757,0
USD,D,2018-08-20,00:00,66.8757,0
USD,D,2018-08-21,00:00,67.1807,0
USD,D,2018-08-22,00:00,67.1783,0
USD,D,2018-08-23,00:00,67.6163,0
USD,D,2018-08-24,00:00,68.5259,0
USD,D,2018-08-25,00:00,67.7911,0
USD,D,2018-08-26,00:00,67.7911,0
USD,D,2018-08-27,00:00,67.7911,0
USD,D,2018-08-28,00:00,67.3963,0
USD,D,2018-08-29,00:00,67.3911,0
USD,D,2018-08-30,00:00,68.1451,0
USD,D,2018-08-31,00:00,68.0821,0
USD,D,2018-09-01,00:00,68.0447,0
USD,D,2018-09-02,00:00,68.0447,0
USD,D,2018-09-03,00:00,68.0447,0
USD,D,2018-09-04,00:00,67.7443,0
USD,D,2018-09-05,00:00,68.2737,0
USD,D,2018-09-06,00:00,68.4628,0
USD,D,2018-09-07,00:00,68.2505,0
USD,D,2018-09-08,00:00,69.0286,0
USD,D,2018-09-09,00:00,69.0286,0
USD,D,2018-09-10,00:00,69.0286,0
USD,D,2018-09-11,00:00,69.8685,0
USD,D,2018-09-12,00:00,69.9744,0
USD,D,2018-09-13,00:00,69.5728,0
USD,D,2018-09-14,00:00,68.637,0
USD,D,2018-09-15,00:00,68.2826,0
USD,D,2018-09-16,00:00,68.2826,0
USD,D,2018-09-17,00:00,68.2826,0
USD,D,2018-09-18,00:00,68.1958,0
USD,D,2018-09-19,00:00,67.7519,0
USD,D,2018-09-20,00:00,67.0098,0
USD,D,2018-09-21,00:00,66.4725,0
USD,D,2018-09-22,00:00,66.2497,0
USD,D,2018-09-23,00:00,66.2497,0
USD,D,2018-09-24,00:00,66.2497,0
USD,D,2018-09-25,00:00,66.1594,0
USD,D,2018-09-26,00:00,65.8244,0
USD,D,2018-09-27,00:00,65.7585,0
USD,D,2018-09-28,00:00,65.8355,0
USD,D,2018-09-29,00:00,65.5906,0
USD,D,2018-09-30,00:00,65.5906,0
USD,D,2018-10-01,00:00,65.5906,0
USD,D,2018-10-02,00:00,65.5745,0
USD,D,2018-10-03,00:00,65.2221,0
USD,D,2018-10-04,00:00,65.4244,0
USD,D,2018-10-05,00:00,66.2115,0
USD,D,2018-10-06,00:00,66.627,0
USD,D,2018-10-07,00:00,66.627,0
USD,D,2018-10-08,00:00,66.627,0
USD,D,2018-10-09,00:00,66.9685,0
USD,D,2018-10-10,00:00,66.4032,0
USD,D,2018-10-11,00:00,66.1832,0
USD,D,2018-10-12,00:00,66.7727,0
USD,D,2018-10-13,00:00,65.9751,0
USD,D,2018-10-14,00:00,65.9751,0
USD,D,2018-10-15,00:00,65.9751,0
USD,D,2018-10-16,00:00,65.7508,0
USD,D,2018-10-17,00:00,65.5305,0
USD,D,2018-10-18,00:00,65.4026,0
USD,D,2018-10-19,00:00,65.7238,0
USD,D,2018-10-20,00:00,65.814,0
USD,D,2018-10-21,00:00,65.814,0
USD,D,2018-10-22,00:00,65.814,0
USD,D,2018-10-23,00:00,65.3065,0
USD,D,2018-10-24,00:00,65.3101,0
USD,D,2018-10-25,00:00,65.6299,0
USD,D,2018-10-26,00:00,65.7476,0
USD,D,2018-10-27,00:00,65.6345,0
USD,D,2018-10-28,00:00,65.6345,0
USD,D,2018-10-29,00:00,65.6345,0
USD,D,2018-10-30,00:00,65.8129,0
USD,D,2018-10-31,00:00,65.7742,0
USD,D,2018-11-01,00:00,65.5962,0
USD,D,2018-11-02,00:00,65.6517,0
USD,D,2018-11-03,00:00,65.5799,0
USD,D,2018-11-04,00:00,65.5799,0
USD,D,2018-11-05,00:00,65.5799,0
USD,D,2018-11-06,00:00,65.5799,0
USD,D,2018-11-07,00:00,65.9912,0
USD,D,2018-11-08,00:00,66.0918,0
USD,D,2018-11-09,00:00,66.2155,0
USD,D,2018-11-10,00:00,66.8497,0
USD,D,2018-11-11,00:00,66.8497,0
USD,D,2018-11-12,00:00,66.8497,0
USD,D,2018-11-13,00:00,67.5238,0
USD,D,2018-11-14,00:00,67.6812,0
USD,D,2018-11-15,00:00,67.9975,0
USD,D,2018-11-16,00:00,66.6159,0
USD,D,2018-11-17,00:00,65.9931,0
USD,D,2018-11-18,00:00,65.9931,0
USD,D,2018-11-19,00:00,65.9931,0
USD,D,2018-11-20,00:00,66.0081,0
USD,D,2018-11-21,00:00,65.5871,0
USD,D,2018-11-22,00:00,65.9485,0
USD,D,2018-11-23,00:00,65.6067,0
USD,D,2018-11-24,00:00,65.6664,0
USD,D,2018-11-25,00:00,65.6664,0
USD,D,2018-11-26,00:00,65.6664,0
USD,D,2018-11-27,00:00,66.5072,0
USD,D,2018-11-28,00:00,66.78,0
USD,D,2018-11-29,00:00,66.9436,0
USD,D,2018-11-30,00:00,66.6342,0
USD,D,2018-12-01,00:00,66.5335,0
USD,D,2018-12-02,00:00,66.5335,0
USD,D,2018-12-03,00:00,66.5335,0
USD,D,2018-12-04,00:00,66.2921,0
USD,D,2018-12-05,00:00,66.4467,0
USD,D,2018-12-06,00:00,66.8242,0
USD,D,2018-12-07,00:00,66.7377,0
USD,D,2018-12-08,00:00,66.9227,0
USD,D,2018-12-09,00:00,66.9227,0
USD,D,2018-12-10,00:00,66.9227,0
USD,D,2018-12-11,00:00,66.2416,0
USD,D,2018-12-12,00:00,66.5022,0
USD,D,2018-12-13,00:00,66.4225,0
USD,D,2018-12-14,00:00,66.255,0
USD,D,2018-12-15,00:00,66.4337,0
USD,D,2018-12-16,00:00,66.4337,0
USD,D,2018-12-17,00:00,66.4337,0
USD,D,2018-12-18,00:00,66.6208,0
USD,D,2018-12-19,00:00,66.7454,0
USD,D,2018-12-20,00:00,67.1121,0
USD,D,2018-12-21,00:00,67.371,0
USD,D,2018-12-22,00:00,68.0085,0
USD,D,2018-12-23,00:00,68.0085,0
USD,D,2018-12-24,00:00,68.0085,0
USD,D,2018-12-25,00:00,68.4073,0
USD,D,2018-12-26,00:00,68.7448,0
USD,D,2018-12-27,00:00,68.8865,0
USD,D,2018-12-28,00:00,68.8762,0
USD,D,2018-12-29,00:00,69.5218,0
USD,D,2018-12-30,00:00,69.4706,0
USD,D,2018-12-31,00:00,69.4706,0
USD,D,2019-01-01,00:00,69.4706,0
USD,D,2019-01-02,00:00,69.4706,0
USD,D,2019-01-03,00:00,69.4706,0
USD,D,2019-01-04,00:00,69.4706,0
USD,D,2019-01-05,00:00,69.4706,0
USD,D,2019-01-06,00:00,69.4706,0
USD,D,2019-01-07,00:00,69.4706,0
USD,D,2019-01-08,00:00,69.4706,0
USD,D,2019-01-09,00:00,69.4706,0
USD,D,2019-01-10,00:00,67.0795,0
USD,D,2019-01-11,00:00,66.8605,0
USD,D,2019-01-12,00:00,66.9167,0
USD,D,2019-01-13,00:00,66.9167,0
USD,D,2019-01-14,00:00,66.9167,0
USD,D,2019-01-15,00:00,67.192,0
USD,D,2019-01-16,00:00,67.082,0
USD,D,2019-01-17,00:00,66.7617,0
USD,D,2019-01-18,00:00,66.4438,0
USD,D,2019-01-19,00:00,66.3309,0
USD,D,2019-01-20,00:00,66.3309,0
USD,D,2019-01-21,00:00,66.3309,0
USD,D,2019-01-22,00:00,66.3634,0
USD,D,2019-01-23,00:00,66.5499,0
USD,D,2019-01-24,00:00,66.3318,0
USD,D,2019-01-25,00:00,66.0016,0
USD,D,2019-01-26,00:00,65.917,0
USD,D,2019-01-27,00:00,65.917,0
USD,D,2019-01-28,00:00,65.917,0
USD,D,2019-01-29,00:00,65.93,0
USD,D,2019-01-30,00:00,66.3412,0
USD,D,2019-01-31,00:00,66.0987,0
USD,D,2019-02-01,00:00,65.3577,0
USD,D,2019-02-02,00:00,65.6601,0
USD,D,2019-02-03,00:00,65.6601,0
USD,D,2019-02-04,00:00,65.6601,0
USD,D,2019-02-05,00:00,65.5859,0
USD,D,2019-02-06,00:00,65.5691,0
USD,D,2019-02-07,00:00,65.6686,0
USD,D,2019-02-08,00:00,66.0199,0
USD,D,2019-02-09,00:00,66.0628,0
USD,D,2019-02-10,00:00,66.0628,0
USD,D,2019-02-11,00:00,66.0628,0
USD,D,2019-02-12,00:00,65.6517,0
USD,D,2019-02-13,00:00,65.7147,0
USD,D,2019-02-14,00:00,65.6783,0
USD,D,2019-02-15,00:00,66.5429,0
USD,D,2019-02-16,00:00,66.7044,0
USD,D,2019-02-17,00:00,66.7044,0
USD,D,2019-02-18,00:00,66.7044,0
USD,D,2019-02-19,00:00,66.247,0
USD,D,2019-02-20,00:00,66.2022,0
USD,D,2019-02-21,00:00,65.8568,0
USD,D,2019-02-22,00:00,65.5401,0
USD,D,2019-02-23,00:00,65.5149,0
USD,D,2019-02-24,00:00,65.5149,0
USD,D,2019-02-25,00:00,65.5149,0
USD,D,2019-02-26,00:00,65.2582,0
USD,D,2019-02-27,00:00,65.6182,0
USD,D,2019-02-28,00:00,65.757,0
USD,D,2019-03-01,00:00,65.8895,0
USD,D,2019-03-02,00:00,65.8145,0
USD,D,2019-03-03,00:00,65.8145,0
USD,D,2019-03-04,00:00,65.8145,0
USD,D,2019-03-05,00:00,65.7956,0
USD,D,2019-03-06,00:00,65.8004,0
USD,D,2019-03-07,00:00,65.843,0
USD,D,2019-03-08,00:00,65.9646,0
USD,D,2019-03-09,00:00,65.9646,0
USD,D,2019-03-10,00:00,65.9646,0
USD,D,2019-03-11,00:00,65.9646,0
USD,D,2019-03-12,00:00,66.0763,0
USD,D,2019-03-13,00:00,65.7674,0
USD,D,2019-03-14,00:00,65.589,0
USD,D,2019-03-15,00:00,65.4021,0
USD,D,2019-03-16,00:00,65.4201,0
USD,D,2019-03-17,00:00,65.4201,0
USD,D,2019-03-18,00:00,65.4201,0
USD,D,2019-03-19,00:00,64.6694,0
USD,D,2019-03-20,00:00,64.3167,0
USD,D,2019-03-21,00:00,64.2803,0
USD,D,2019-03-22,00:00,63.742,0
USD,D,2019-03-23,00:00,63.7705,0
USD,D,2019-03-24,00:00,63.7705,0
USD,D,2019-03-25,00:00,63.7705,0
USD,D,2019-03-26,00:00,64.4993,0
USD,D,2019-03-27,00:00,64.1683,0
USD,D,2019-03-28,00:00,64.5925,0
USD,D,2019-03-29,00:00,64.8012,0
USD,D,2019-03-30,00:00,64.7347,0
USD,D,2019-03-31,00:00,64.7347,0
USD,D,2019-04-01,00:00,64.7347,0
USD,D,2019-04-02,00:00,65.4176,0
USD,D,2019-04-03,00:00,65.4726,0
USD,D,2019-04-04,00:00,65.1639,0
USD,D,2019-04-05,00:00,65.3281,0
USD,D,2019-04-06,00:00,65.4072,0
USD,D,2019-04-07,00:00,65.4072,0
USD,D,2019-04-08,00:00,65.4072,0
USD,D,2019-04-09,00:00,65.3498,0
USD,D,2019-04-10,00:00,64.7766,0
USD,D,2019-04-11,00:00,64.7373,0
USD,D,2019-04-12,00:00,64.3991,0
USD,D,2019-04-13,00:00,64.5171,0
USD,D,2019-04-14,00:00,64.5171,0
USD,D,2019-04-15,00:00,64.5171,0
USD,D,2019-04-16,00:00,64.2469,0
USD,D,2019-04-17,00:00,64.2422,0
USD,D,2019-04-18,00:00,63.945,0
USD,D,2019-04-19,00:00,64.0688,0
USD,D,2019-04-20,00:00,63.9602,0
USD,D,2019-04-21,00:00,63.9602,0
USD,D,2019-04-22,00:00,63.9602,0
USD,D,2019-04-23,00:00,63.786,0
USD,D,2019-04-24,00:00,63.7906,0
USD,D,2019-04-25,00:00,63.9798,0
USD,D,2019-04-26,00:00,64.6794,0
USD,D,2019-04-27,00:00,64.7053,0
USD,D,2019-04-28,00:00,64.7053,0
USD,D,2019-04-29,00:00,64.7053,0
USD,D,2019-04-30,00:00,64.6917,0
USD,D,2019-05-01,00:00,64.6314,0
USD,D,2019-05-02,00:00,64.6314,0
USD,D,2019-05-03,00:00,64.6314,0
USD,D,2019-05-04,00:00,64.6314,0
USD,D,2019-05-05,00:00,64.6314,0
USD,D,2019-05-06,00:00,64.6314,0
USD,D,2019-05-07,00:00,65.335,0
USD,D,2019-05-08,00:00,65.2166,0
USD,D,2019-05-09,00:00,65.2287,0
USD,D,2019-05-10,00:00,65.2287,0
USD,D,2019-05-11,00:00,65.2287,0
USD,D,2019-05-12,00:00,65.2287,0
USD,D,2019-05-13,00:00,65.2287,0
USD,D,2019-05-14,00:00,65.4703,0
USD,D,2019-05-15,00:00,65.3001,0
USD,D,2019-05-16,00:00,64.8489,0
USD,D,2019-05-17,00:00,64.5598,0
USD,D,2019-05-18,00:00,64.6327,0
USD,D,2019-05-19,00:00,64.6327,0
USD,D,2019-05-20,00:00,64.6327,0
USD,D,2019-05-21,00:00,64.4888,0
USD,D,2019-05-22,00:00,64.5372,0
USD,D,2019-05-23,00:00,64.4156,0
USD,D,2019-05-24,00:00,64.4913,0
USD,D,2019-05-25,00:00,64.6106,0
USD,D,2019-05-26,00:00,64.6106,0
USD,D,2019-05-27,00:00,64.6106,0
USD,D,2019-05-28,00:00,64.4636,0
USD,D,2019-05-29,00:00,64.5394,0
USD,D,2019-05-30,00:00,64.9084,0
USD,D,2019-05-31,00:00,65.0583,0
USD,D,2019-06-01,00:00,65.3834,0
USD,D,2019-06-02,00:00,65.3834,0
USD,D,2019-06-03,00:00,65.3834,0
USD,D,2019-06-04,00:00,65.5547,0
USD,D,2019-06-05,00:00,65.1614,0
USD,D,2019-06-06,00:00,65.1243,0
USD,D,2019-06-07,00:00,65.234,0
USD,D,2019-06-08,00:00,65.0395,0
USD,D,2019-06-09,00:00,65.0395,0
USD,D,2019-06-10,00:00,65.0395,0
USD,D,2019-06-11,00:00,64.7919,0
USD,D,2019-06-12,00:00,64.5158,0
USD,D,2019-06-13,00:00,64.5158,0
USD,D,2019-06-14,00:00,64.6314,0
USD,D,2019-06-15,00:00,64.4326,0
USD,D,2019-06-16,00:00,64.4326,0
USD,D,2019-06-17,00:00,64.4326,0
USD,D,2019-06-18,00:00,64.3187,0
USD,D,2019-06-19,00:00,64.3352,0
USD,D,2019-06-20,00:00,63.9794,0
USD,D,2019-06-21,00:00,63.3877,0
USD,D,2019-06-22,00:00,63.1295,0
USD,D,2019-06-23,00:00,63.1295,0
USD,D,2019-06-24,00:00,63.1295,0
USD,D,2019-06-25,00:00,62.9095,0
USD,D,2019-06-26,00:00,62.5229,0
USD,D,2019-06-27,00:00,62.8083,0
USD,D,2019-06-28,00:00,63.0452,0
USD,D,2019-06-29,00:00,63.0756,0
USD,D,2019-06-30,00:00,63.0756,0
USD,D,2019-07-01,00:00,63.0756,0
USD,D,2019-07-02,00:00,63.0541,0
USD,D,2019-07-03,00:00,63.2265,0
USD,D,2019-07-04,00:00,63.4951,0
USD,D,2019-07-05,00:00,63.4013,0
USD,D,2019-07-06,00:00,63.5841,0
USD,D,2019-07-07,00:00,63.5841,0
USD,D,2019-07-08,00:00,63.5841,0
USD,D,2019-07-09,00:00,63.8699,0
USD,D,2019-07-10,00:00,63.766,0
USD,D,2019-07-11,00:00,63.7988,0
USD,D,2019-07-12,00:00,62.9944,0
USD,D,2019-07-13,00:00,63.0204,0
USD,D,2019-07-14,00:00,63.0204,0
USD,D,2019-07-15,00:00,63.0204,0
USD,D,2019-07-16,00:00,62.828,0
USD,D,2019-07-17,00:00,62.8129,0
USD,D,2019-07-18,00:00,62.9451,0
USD,D,2019-07-19,00:00,62.8286,0
USD,D,2019-07-20,00:00,62.8666,0
USD,D,2019-07-21,00:00,62.8666,0
USD,D,2019-07-22,00:00,62.8666,0
USD,D,2019-07-23,00:00,62.9776,0
USD,D,2019-07-24,00:00,63.129,0
USD,D,2019-07-25,00:00,63.1162,0
USD,D,2019-07-26,00:00,63.1572,0
USD,D,2019-07-27,00:00,63.1271,0
USD,D,2019-07-28,00:00,63.1271,0
USD,D,2019-07-29,00:00,63.1271,0
USD,D,2019-07-30,00:00,63.521,0
USD,D,2019-07-31,00:00,63.3791,0
USD,D,2019-08-01,00:00,63.4172,0
USD,D,2019-08-02,00:00,63.834,0
USD,D,2019-08-03,00:00,64.6423,0
USD,D,2019-08-04,00:00,64.6423,0
USD,D,2019-08-05,00:00,64.6423,0
USD,D,2019-08-06,00:00,65.0546,0
USD,D,2019-08-07,00:00,65.203,0
USD,D,2019-08-08,00:00,65.0932,0
USD,D,2019-08-09,00:00,65.1299,0
USD,D,2019-08-10,00:00,65.2543,0
USD,D,2019-08-11,00:00,65.2543,0
USD,D,2019-08-12,00:00,65.2543,0
USD,D,2019-08-13,00:00,65.4287,0
USD,D,2019-08-14,00:00,65.6017,0
USD,D,2019-08-15,00:00,65.2032,0
USD,D,2019-08-16,00:00,65.8907,0
USD,D,2019-08-17,00:00,65.9961,0
USD,D,2019-08-18,00:00,65.9961,0
USD,D,2019-08-19,00:00,65.9961,0
USD,D,2019-08-20,00:00,66.6082,0
USD,D,2019-08-21,00:00,66.784,0
USD,D,2019-08-22,00:00,66.263,0
USD,D,2019-08-23,00:00,65.6196,0
USD,D,2019-08-24,00:00,65.6046,0
USD,D,2019-08-25,00:00,65.6046,0
USD,D,2019-08-26,00:00,65.6046,0
USD,D,2019-08-27,00:00,65.9735,0
USD,D,2019-08-28,00:00,66.2608,0
USD,D,2019-08-29,00:00,66.4127,0
